ODInvertebres;v1.0.2;2026-03-13;Temps d'execution :;3.78mins
CODE_STATION;DATE;CODE_OPERATION;MATIERES_ORGANIQUES;MATIERES_PHOSPHOREES;MATIERES_AZOTEES;NITRATES;HAP;PESTICIDES;RIPISYLVE;VOIES_COMMUNICATION;URBANISATION_100M;RISQUE_COLMATAGE;INSTABILITE_HYDROLOGIQUE;ANTHROPISATION_BV
03219000;23/09/2016;032190002016092313;0.5347;0.5927;0.5056;0.7924;0.6632;0.8768;0.7578;0.3096;0.6379;0.6397;0.3524;0.937
03219000;27/09/2017;032190002017092713;0.5693;0.5826;0.5412;0.6997;0.6143;0.8832;0.8279;0.4285;0.6052;0.5871;0.4057;0.9116
03219007;04/09/2014;032190072014090413;0.4679;0.5576;0.5344;0.8438;0.8899;0.7728;0.6571;0.2256;0.7756;0.8191;0.5651;0.9747
03219015;19/05/2010;032190152010051913;0.5508;0.5865;0.534;0.8449;0.7684;0.7079;0.63;0.2215;0.6888;0.7578;0.4863;0.9052
03219015;04/07/2011;032190152011070413;0.5323;0.5782;0.5621;0.7263;0.7165;0.6356;0.5839;0.2909;0.6724;0.7131;0.6349;0.8793
03219015;24/09/2013;032190152013092413;0.3253;0.5187;0.5052;0.8634;0.806;0.7046;0.6049;0.2191;0.698;0.8477;0.6233;0.9723
03219015;10/09/2015;032190152015091013;0.5347;0.5973;0.5357;0.837;0.8024;0.7588;0.6664;0.3034;0.7645;0.8403;0.5996;0.9773
03219015;29/07/2019;032190152019072913;0.356;0.5024;0.3041;0.8869;0.7593;0.7449;0.5731;0.2831;0.7148;0.7992;0.6126;0.9374
03219015;25/05/2022;032190152022052513;0.4764;0.5102;0.2904;0.9285;0.8114;0.7145;0.6228;0.225;0.7422;0.8767;0.5525;0.969
03219016;04/09/2014;032190162014090413;0.3973;0.5028;0.4534;0.9027;0.8104;0.787;0.6148;0.1923;0.7195;0.8767;0.5369;0.9532
03219030;19/05/2010;032190302010051913;0.3948;0.5541;0.5275;0.8654;0.9346;0.8515;0.6357;0.2476;0.7503;0.7973;0.5933;0.963
03219030;04/07/2011;032190302011070413;0.2266;0.4782;0.3537;0.909;0.8969;0.821;0.6026;0.1791;0.766;0.7964;0.616;0.9851
03219030;30/09/2013;032190302013093013;0.5073;0.578;0.5381;0.795;0.8351;0.7597;0.5576;0.4558;0.8438;0.7086;0.6513;0.8221
03219030;10/09/2015;032190302015091013;0.1908;0.2467;0.1651;0.868;0.8184;0.5772;0.6191;0.1861;0.8143;0.7921;0.6493;0.8846
03219030;30/07/2019;032190302019073013;0.4657;0.4908;0.4158;0.8542;0.6788;0.5917;0.4832;0.3529;0.7491;0.7896;0.6318;0.9672
03219030;25/05/2022;032190302022052513;0.2568;0.4364;0.4904;0.815;0.8704;0.6584;0.6227;0.2655;0.8068;0.78;0.6425;0.8865
03219038;04/09/2014;032190382014090413;0.1176;0.1226;0.1029;0.7722;0.6826;0.6153;0.6089;0.2336;0.7301;0.6596;0.5121;0.7458
03219263;21/09/2015;032192632015092113;0.0966;0.0463;0.0217;0.7442;0.6786;0.4303;0.5986;0.1239;0.4245;0.54;0.361;0.7726
03219263;05/07/2016;032192632016070513;0.1702;0.0798;0.044;0.4933;0.5333;0.4738;0.4693;0.2326;0.4032;0.5238;0.5382;0.675
03219263;12/05/2022;032192632022051213;0.1193;0.0449;0.0267;0.5415;0.5604;0.507;0.528;0.1713;0.5137;0.5483;0.4783;0.8686
03219270;21/09/2015;032192702015092113;0.4181;0.1859;0.1095;0.6021;0.5034;0.5721;0.5841;0.2304;0.3464;0.5187;0.6243;0.6913
03219270;05/07/2016;032192702016070513;0.3997;0.1546;0.0544;0.7503;0.5701;0.4803;0.5222;0.1534;0.4499;0.6483;0.5507;0.8651
03219270;11/07/2019;032192702019071113;0.5564;0.2382;0.1002;0.6242;0.436;0.4831;0.503;0.2448;0.422;0.5763;0.6442;0.6964
03219270;07/05/2021;032192702021050713;0.5046;0.3005;0.1711;0.6448;0.4921;0.6882;0.6;0.2992;0.4967;0.6002;0.5782;0.809
03219300;29/09/2015;032193002015092913;0.0967;0.0663;0.04;0.8183;0.7042;0.6249;0.8001;0.0295;0.1672;0.4369;0.1352;0.8167
03219392;21/09/2015;032193922015092113;0.1945;0.0812;0.0237;0.7916;0.5073;0.4066;0.6836;0.0592;0.1608;0.5606;0.3924;0.6331
03219392;04/07/2016;032193922016070413;0.0824;0.0434;0.0266;0.8052;0.6188;0.5786;0.5472;0.0782;0.3686;0.7092;0.4946;0.8293
03219392;12/05/2022;032193922022051213;0.1458;0.0643;0.0328;0.5349;0.5428;0.4314;0.5261;0.2299;0.3294;0.5346;0.4419;0.7132
03219420;13/08/2012;032194202012081313;0.258;0.0878;0.0335;0.7275;0.6714;0.5251;0.5355;0.1058;0.3914;0.6472;0.5985;0.7803
03219420;19/08/2013;032194202013081913;0.2999;0.1421;0.0804;0.8163;0.624;0.6037;0.5813;0.1019;0.3485;0.6567;0.5995;0.8768
03219420;22/09/2015;032194202015092213;0.2167;0.0968;0.0454;0.4744;0.5174;0.6449;0.5508;0.1709;0.2496;0.4641;0.4942;0.8165
03219420;04/07/2016;032194202016070413;0.2366;0.0543;0.0575;0.6914;0.4879;0.6317;0.5867;0.0659;0.2466;0.5683;0.5166;0.859
03219420;12/05/2022;032194202022051213;0.1864;0.0889;0.0354;0.2821;0.4687;0.7495;0.5048;0.5065;0.4283;0.3891;0.4355;0.6536
03219430;13/08/2012;032194302012081313;0.1599;0.0646;0.0419;0.4829;0.5119;0.7659;0.5731;0.1991;0.2936;0.3645;0.2248;0.8182
03219430;19/08/2013;032194302013081913;0.2585;0.177;0.0766;0.5193;0.5177;0.6085;0.5396;0.2067;0.3515;0.4287;0.3747;0.6769
03219430;22/09/2015;032194302015092213;0.2339;0.0722;0.0593;0.3626;0.3731;0.7193;0.4159;0.247;0.3556;0.2658;0.3781;0.6997
03219430;04/07/2016;032194302016070413;0.1075;0.0552;0.0386;0.3086;0.4317;0.8104;0.4363;0.3032;0.4007;0.3192;0.39;0.7676
03219450;02/10/2015;032194502015100213;0.4402;0.4021;0.0975;0.8588;0.6255;0.7662;0.6365;0.1581;0.395;0.6718;0.2434;0.8466
03219450;05/07/2016;032194502016070513;0.2474;0.2083;0.0432;0.8251;0.6774;0.8325;0.6917;0.1033;0.377;0.653;0.2692;0.9112
03219450;12/05/2022;032194502022051213;0.266;0.2956;0.1305;0.6765;0.6171;0.5563;0.5167;0.3301;0.4836;0.6127;0.3456;0.831
03219550;15/06/2010;032195502010061513;0.1201;0.0678;0.0155;0.7711;0.6806;0.6937;0.7947;0.0927;0.2939;0.5433;0.1905;0.9051
03219550;07/06/2011;032195502011060713;0.1728;0.0778;0.0332;0.7871;0.6845;0.6434;0.7136;0.1166;0.3705;0.5803;0.163;0.836
03219550;07/11/2012;032195502012110713;0.1961;0.1656;0.0503;0.7548;0.6771;0.7108;0.7164;0.1561;0.3893;0.6186;0.2765;0.8965
03219550;20/08/2013;032195502013082013;0.2255;0.2513;0.1305;0.6542;0.7355;0.8313;0.603;0.2484;0.5489;0.5124;0.5367;0.8964
03219550;29/07/2014;032195502014072913;0.1616;0.126;0.1018;0.656;0.748;0.8653;0.5522;0.2015;0.493;0.546;0.4212;0.9555
03219550;30/09/2015;032195502015093013;0.1588;0.1512;0.0924;0.693;0.6424;0.8403;0.6167;0.2188;0.488;0.5318;0.3194;0.9343
03219550;06/07/2016;032195502016070613;0.056;0.027;0.0146;0.5627;0.6534;0.8628;0.5477;0.1623;0.4581;0.4516;0.3127;0.9197
03219550;26/07/2017;032195502017072613;0.1532;0.1304;0.0678;0.7387;0.7396;0.8122;0.5947;0.2044;0.4704;0.5825;0.3596;0.9385
03219550;04/05/2021;032195502021050413;0.24;0.2299;0.1163;0.5505;0.731;0.8233;0.5658;0.3072;0.6038;0.5056;0.4206;0.9675
03219550;07/08/2024;032195502024080713;0.2464;0.0504;0.0144;0.7228;0.5251;0.8864;0.5802;0.1045;0.2964;0.5041;0.2457;0.9873
03219590;04/05/2023;032195902023050413;0.5168;0.5577;0.5689;0.3736;0.6093;0.6336;0.4392;0.6257;0.6471;0.3797;0.6128;0.6194
03219780;07/09/2010;032197802010090713;0.2405;0.1125;0.0356;0.6721;0.6913;0.7441;0.7535;0.165;0.3319;0.5317;0.1869;0.824
03219780;22/08/2011;032197802011082213;0.042;0.0238;0.0163;0.9538;0.7276;0.9131;0.86;0.0891;0.1896;0.7115;0.0266;0.958
03219780;20/08/2012;032197802012082013;0.0467;0.0402;0.0113;0.9306;0.6096;0.8014;0.8792;0.0907;0.217;0.7884;0.0137;0.9544
03219780;20/08/2013;032197802013082013;0.2381;0.128;0.0452;0.5966;0.6487;0.7648;0.7956;0.2621;0.3518;0.7051;0.0852;0.9187
03219780;28/07/2014;032197802014072813;0.0983;0.1007;0.0317;0.7272;0.6522;0.7312;0.7372;0.1707;0.3804;0.5573;0.0917;0.8981
03219780;30/09/2015;032197802015093013;0.2202;0.1811;0.051;0.6943;0.6374;0.6448;0.7616;0.2466;0.3976;0.5353;0.131;0.8047
03219780;05/07/2016;032197802016070513;0.1241;0.0732;0.0163;0.7776;0.6632;0.8821;0.7444;0.0847;0.2968;0.5809;0.1569;0.9615
03219780;26/07/2017;032197802017072613;0.1233;0.072;0.0264;0.776;0.7002;0.7961;0.7615;0.2098;0.387;0.5994;0.0739;0.9266
03219780;21/08/2018;032197802018082113;0.0715;0.0889;0.0127;0.8681;0.7496;0.8464;0.7279;0.1431;0.4282;0.6261;0.0412;0.9675
03219780;11/07/2019;032197802019071113;0.0459;0.0944;0.0092;0.8896;0.7075;0.8578;0.6999;0.1097;0.3243;0.6747;0.073;0.9602
03219780;03/06/2020;032197802020060313;0.034;0.0166;0.0035;0.9498;0.7427;0.8323;0.6368;0.062;0.3564;0.8226;0.0457;0.9623
03219780;05/05/2021;032197802021050513;0.0691;0.043;0.0173;0.7034;0.6439;0.7904;0.6498;0.2685;0.3798;0.6545;0.0624;0.9138
03219780;11/05/2022;032197802022051113;0.1105;0.052;0.0179;0.8509;0.6859;0.4938;0.6884;0.1671;0.3913;0.7004;0.0701;0.8899
03219780;03/05/2023;032197802023050313;0.0567;0.0366;0.0062;0.7693;0.7111;0.8364;0.6204;0.1693;0.4354;0.6805;0.1186;0.963
03219780;03/09/2024;032197802024090313;0.0772;0.0895;0.039;0.87;0.6271;0.808;0.6571;0.217;0.2921;0.7324;0.063;0.8919
03219880;01/10/2015;032198802015100113;0.6411;0.5883;0.5673;0.737;0.7094;0.8358;0.6135;0.2806;0.5868;0.7111;0.5414;0.813
03219880;04/07/2016;032198802016070413;0.5309;0.5144;0.4535;0.824;0.7786;0.7938;0.5087;0.2132;0.5656;0.7582;0.5017;0.862
03219880;07/08/2024;032198802024080713;0.545;0.4769;0.448;0.5576;0.6892;0.7309;0.5521;0.2595;0.519;0.5748;0.5619;0.7434
03221290;23/09/2015;032212902015092313;0.227;0.166;0.0833;0.8879;0.6682;0.8251;0.5366;0.1468;0.5395;0.7406;0.5759;0.935
03221290;07/07/2016;032212902016070713;0.3163;0.2096;0.1421;0.9698;0.6992;0.68;0.4982;0.1439;0.601;0.8505;0.5668;0.9355
03221290;17/06/2022;032212902022061713;0.4741;0.2367;0.1175;0.9631;0.6433;0.7432;0.4484;0.1052;0.5271;0.9042;0.5326;0.9369
03221500;21/09/2010;032215002010092113;0.0988;0.1196;0.0511;0.9301;0.6572;0.7576;0.6175;0.109;0.4207;0.8271;0.2528;0.8638
03221500;18/08/2011;032215002011081813;0.0457;0.0791;0.029;0.9921;0.8075;0.7908;0.6797;0.0613;0.543;0.9532;0.3862;0.9539
03221500;14/08/2012;032215002012081413;0.0187;0.0474;0.0124;0.8994;0.8064;0.7551;0.7484;0.0521;0.4643;0.7453;0.352;0.9687
03221500;21/08/2013;032215002013082113;0.0618;0.1438;0.0464;0.836;0.6393;0.7408;0.7;0.144;0.3889;0.7352;0.3261;0.8848
03221500;30/07/2014;032215002014073013;0.0687;0.096;0.0179;0.955;0.7233;0.7522;0.6404;0.1136;0.4648;0.8856;0.2766;0.942
03221500;10/09/2015;032215002015091013;0.0475;0.082;0.0084;0.9677;0.7967;0.7482;0.6477;0.0737;0.4292;0.8948;0.1718;0.946
03221500;04/07/2016;032215002016070413;0.0583;0.0528;0.0125;0.9657;0.677;0.7519;0.6714;0.0727;0.3976;0.864;0.1947;0.9542
03221500;28/07/2017;032215002017072813;0.0271;0.0551;0.0144;0.9697;0.7345;0.8667;0.728;0.0513;0.4195;0.9372;0.3391;0.9806
03221500;22/08/2018;032215002018082213;0.0525;0.0513;0.0077;0.9327;0.6986;0.6568;0.7042;0.052;0.3479;0.7803;0.2518;0.9514
03221500;10/07/2019;032215002019071013;0.0617;0.0967;0.0161;0.9668;0.7302;0.6808;0.5756;0.0632;0.4705;0.8703;0.3811;0.9493
03221500;29/05/2020;032215002020052913;0.1287;0.1015;0.0531;0.8427;0.5128;0.6011;0.5488;0.1567;0.501;0.7499;0.3844;0.8457
03221500;06/05/2021;032215002021050613;0.0739;0.0549;0.0228;0.9152;0.6716;0.5788;0.6787;0.135;0.4455;0.7738;0.1752;0.9203
03221500;30/06/2022;032215002022063013;0.0804;0.0722;0.0251;0.944;0.6713;0.6506;0.6388;0.1243;0.4402;0.8514;0.3395;0.875
03221500;19/05/2023;032215002023051913;0.0261;0.0669;0.0124;0.9933;0.7825;0.5411;0.5584;0.0558;0.5575;0.9517;0.3586;0.9437
03221500;10/07/2024;032215002024071013;0.0353;0.0198;0.0118;0.9728;0.7972;0.6136;0.6332;0.0279;0.5129;0.921;0.298;0.9572
03221510;29/06/2022;032215102022062913;0.5195;0.2381;0.1172;0.9655;0.5868;0.7187;0.4231;0.1336;0.5526;0.8907;0.611;0.8936
03221530;11/09/2015;032215302015091113;0.1813;0.2683;0.1534;0.9085;0.7426;0.8009;0.6941;0.2665;0.6973;0.7895;0.5613;0.9583
03221530;08/07/2016;032215302016070813;0.2;0.1894;0.0665;0.8887;0.7741;0.5795;0.6732;0.2028;0.6857;0.8478;0.5801;0.9568
03221530;30/06/2022;032215302022063013;0.1988;0.2339;0.1141;0.9351;0.8325;0.6954;0.6627;0.1855;0.7623;0.8904;0.6887;0.9575
03221625;14/04/2010;032216252010041413;0.0766;0.0422;0.0296;0.6001;0.5454;0.465;0.5415;0.1998;0.4721;0.4658;0.3751;0.6687
03221625;10/08/2015;032216252015081013;0.1141;0.0767;0.0535;0.7774;0.7004;0.5827;0.6527;0.1618;0.7513;0.7512;0.5358;0.8723
03221625;08/07/2016;032216252016070813;0.0563;0.0468;0.0298;0.8225;0.7031;0.4924;0.6592;0.0711;0.5822;0.7916;0.4216;0.8916
03221625;29/06/2022;032216252022062913;0.0879;0.0417;0.026;0.6226;0.592;0.483;0.6033;0.1417;0.5675;0.5583;0.3059;0.8001
03221700;23/06/2011;032217002011062313;0.3345;0.1133;0.0266;0.8995;0.7162;0.4537;0.4925;0.0752;0.5036;0.9045;0.6006;0.868
03221700;25/07/2012;032217002012072513;0.6109;0.5327;0.4846;0.5013;0.4689;0.4025;0.4486;0.6711;0.6076;0.4617;0.6435;0.389
03221700;06/10/2014;032217002014100613;0.1263;0.0568;0.0201;0.9628;0.787;0.4096;0.4844;0.042;0.4632;0.9168;0.5785;0.9736
03221700;10/08/2015;032217002015081013;0.1521;0.0811;0.0874;0.7568;0.6632;0.482;0.6847;0.1583;0.6811;0.7949;0.537;0.8182
03221700;08/07/2016;032217002016070813;0.1942;0.1083;0.0283;0.9527;0.8423;0.4908;0.5506;0.0696;0.6102;0.9371;0.6685;0.9651
03221700;29/06/2022;032217002022062913;0.0412;0.0471;0.0104;0.9461;0.7994;0.4852;0.5547;0.0354;0.5463;0.9227;0.5622;0.954
03221795;14/04/2010;032217952010041413;0.1798;0.135;0.0638;0.9483;0.8577;0.5987;0.5873;0.0923;0.6682;0.9361;0.6104;0.938
03221795;20/07/2011;032217952011072013;0.3908;0.4375;0.3042;0.857;0.6465;0.5048;0.5285;0.2623;0.6141;0.7494;0.6078;0.8282
03221795;11/08/2015;032217952015081113;0.1726;0.1552;0.0893;0.9444;0.8461;0.7414;0.6944;0.1656;0.725;0.9091;0.6968;0.9755
03221795;07/07/2016;032217952016070713;0.2297;0.1164;0.0417;0.9744;0.83;0.4895;0.6348;0.1284;0.6838;0.9248;0.5637;0.9399
03221795;18/07/2019;032217952019071813;0.227;0.1169;0.0685;0.9303;0.7638;0.4823;0.5693;0.1028;0.6555;0.8983;0.5849;0.9002
03221795;07/08/2021;032217952021080713;0.2462;0.2615;0.1556;0.9645;0.8725;0.6449;0.6045;0.1987;0.7643;0.9394;0.629;0.9513
03221860;11/08/2015;032218602015081113;0.0553;0.0578;0.0311;0.9121;0.7658;0.4915;0.7135;0.0629;0.6306;0.8548;0.4815;0.8741
03221860;07/07/2016;032218602016070713;0.173;0.0772;0.0638;0.786;0.6538;0.4351;0.5884;0.1138;0.4687;0.8026;0.5383;0.7708
03221860;18/07/2019;032218602019071813;0.1524;0.1269;0.0808;0.8966;0.6625;0.5814;0.6585;0.1617;0.5897;0.7755;0.6538;0.9063
03221860;07/08/2021;032218602021080713;0.1082;0.1144;0.0539;0.8347;0.733;0.4702;0.5933;0.1481;0.6325;0.8487;0.6279;0.9115
03221876;11/08/2015;032218762015081113;0.1005;0.065;0.0337;0.5505;0.5255;0.5012;0.5632;0.1627;0.3934;0.5365;0.5305;0.6856
03221876;07/07/2016;032218762016070713;0.0949;0.0837;0.0222;0.7583;0.5618;0.4425;0.6374;0.0645;0.2209;0.6486;0.5216;0.7716
03221876;29/06/2022;032218762022062913;0.2255;0.0802;0.035;0.9428;0.6967;0.4374;0.553;0.0677;0.3955;0.8714;0.6173;0.888
03221940;29/06/2022;032219402022062913;0.4329;0.287;0.2309;0.7853;0.7357;0.3903;0.6456;0.2172;0.6588;0.707;0.6793;0.7235
03222000;26/08/2010;032220002010082613;0.054;0.0906;0.016;0.9014;0.5984;0.6282;0.4777;0.2239;0.5198;0.8017;0.4827;0.916
03222000;17/08/2011;032220002011081713;0.0963;0.2159;0.0589;0.7579;0.5668;0.5551;0.4249;0.3638;0.6082;0.7003;0.4843;0.8272
03222000;14/08/2012;032220002012081413;0.0912;0.1229;0.0449;0.8638;0.5931;0.64;0.5834;0.1749;0.5136;0.7766;0.4229;0.8553
03222000;21/08/2013;032220002013082113;0.0812;0.0893;0.041;0.9246;0.637;0.7042;0.6041;0.1132;0.4525;0.8482;0.2299;0.9179
03222000;12/08/2015;032220002015081213;0.0397;0.0776;0.0209;0.947;0.6372;0.8232;0.6277;0.0853;0.4444;0.8261;0.4304;0.9456
03222000;07/07/2016;032220002016070713;0.2975;0.2498;0.1377;0.7212;0.4586;0.5267;0.534;0.4112;0.4795;0.6623;0.3943;0.6816
03222000;03/09/2021;032220002021090313;0.174;0.176;0.0772;0.8266;0.5538;0.713;0.5269;0.3189;0.5166;0.725;0.4324;0.8189
03222135;12/08/2015;032221352015081213;0.0535;0.0845;0.0524;0.917;0.7906;0.7418;0.6866;0.1115;0.6881;0.82;0.4553;0.9073
03222135;06/07/2016;032221352016070613;0.0342;0.0487;0.0228;0.9863;0.8626;0.7545;0.6826;0.0421;0.6449;0.9258;0.4135;0.9658
03222135;28/06/2022;032221352022062813;0.0957;0.1147;0.0496;0.9508;0.8608;0.745;0.7241;0.0659;0.7798;0.8852;0.5453;0.9619
03222228;12/08/2015;032222282015081213;0.086;0.04;0.0201;0.8914;0.7673;0.5484;0.6911;0.0413;0.3904;0.6722;0.375;0.8516
03222228;06/07/2016;032222282016070613;0.102;0.1715;0.1016;0.7911;0.8098;0.7318;0.6557;0.1825;0.623;0.7072;0.5818;0.8839
03222228;28/06/2022;032222282022062813;0.0769;0.0523;0.0333;0.9489;0.8023;0.64;0.7183;0.0801;0.6118;0.864;0.3547;0.9411
03222246;13/08/2015;032222462015081313;0.0497;0.0481;0.0223;0.9037;0.709;0.6823;0.7333;0.0699;0.4988;0.7643;0.3191;0.8994
03222246;06/07/2016;032222462016070613;0.0526;0.0826;0.0871;0.8345;0.7252;0.5126;0.6811;0.12;0.6052;0.7238;0.5589;0.8613
03222275;01/07/2010;032222752010070113;0.166;0.2168;0.0874;0.7317;0.7002;0.8715;0.5313;0.4011;0.6155;0.6387;0.4706;0.9819
03222275;17/08/2011;032222752011081713;0.5414;0.625;0.5144;0.5315;0.6496;0.7598;0.5191;0.6848;0.6678;0.4937;0.6271;0.8737
03222275;03/09/2021;032222752021090313;0.2735;0.3841;0.2488;0.6361;0.5798;0.6719;0.4989;0.6073;0.6117;0.5272;0.5495;0.7992
03222275;12/09/2024;032222752024091213;0.2169;0.2956;0.1166;0.721;0.6964;0.8373;0.4545;0.5357;0.6347;0.6009;0.5124;0.9664
03222327;23/06/2011;032223272011062313;0.1147;0.0546;0.0727;0.9038;0.8259;0.4843;0.7239;0.0764;0.6966;0.7973;0.5412;0.8106
03222327;25/07/2012;032223272012072513;0.1087;0.1129;0.0645;0.8385;0.8614;0.4529;0.7245;0.1172;0.7392;0.8277;0.5969;0.7327
03222327;22/09/2015;032223272015092213;0.0581;0.0483;0.0621;0.8646;0.7116;0.5114;0.7229;0.073;0.6489;0.6906;0.4534;0.7647
03222327;05/07/2016;032223272016070513;0.1243;0.101;0.0901;0.8546;0.7508;0.4719;0.6974;0.145;0.7352;0.7452;0.5037;0.7636
03222327;27/06/2022;032223272022062713;0.0872;0.0666;0.0437;0.9313;0.863;0.6016;0.7168;0.0935;0.8475;0.8385;0.5923;0.888
03222329;11/07/2024;032223292024071113;0.3278;0.5519;0.5629;0.5715;0.8649;0.8167;0.6123;0.4974;0.6927;0.56;0.5736;0.8603
03222331;22/09/2015;032223312015092213;0.1267;0.0764;0.0522;0.7421;0.7366;0.3857;0.6653;0.1156;0.5561;0.6044;0.4656;0.6359
03222331;05/07/2016;032223312016070513;0.0786;0.0663;0.0386;0.8323;0.7652;0.4769;0.7214;0.1006;0.6342;0.6744;0.3903;0.6971
03222331;27/06/2022;032223312022062713;0.1924;0.1491;0.117;0.6972;0.6138;0.4729;0.632;0.1391;0.5623;0.59;0.4617;0.5876
03222345;22/09/2015;032223452015092213;0.0853;0.1161;0.0933;0.7622;0.6603;0.419;0.6952;0.1947;0.5801;0.6437;0.5522;0.6439
03222345;06/07/2016;032223452016070613;0.0559;0.0951;0.0621;0.7744;0.6517;0.5777;0.712;0.1296;0.5907;0.5975;0.5035;0.7683
03222345;28/06/2022;032223452022062813;0.0682;0.0573;0.0418;0.8303;0.7207;0.5358;0.7626;0.0794;0.5856;0.7297;0.4863;0.8406
03222380;28/06/2022;032223802022062813;0.4427;0.5737;0.533;0.7386;0.8687;0.8228;0.6417;0.3265;0.6212;0.6302;0.6088;0.9235
03222415;07/09/2015;032224152015090713;0.3002;0.0697;0.0233;0.6962;0.5185;0.4923;0.6268;0.0667;0.1983;0.5563;0.4166;0.7063
03222415;06/07/2016;032224152016070613;0.2559;0.0339;0.0259;0.6047;0.5302;0.5295;0.5365;0.0943;0.3534;0.5573;0.4513;0.6941
03222415;11/05/2022;032224152022051113;0.3855;0.1144;0.0368;0.682;0.5039;0.4748;0.4896;0.1861;0.4268;0.6345;0.5624;0.8527
03222418;25/07/2017;032224182017072513;0.5341;0.1814;0.1254;0.613;0.4791;0.3735;0.4919;0.183;0.265;0.5169;0.6474;0.4874
03222418;26/06/2018;032224182018062613;0.1524;0.0583;0.0348;0.721;0.561;0.4844;0.5825;0.1059;0.2931;0.5716;0.4926;0.8166
03222418;11/07/2019;032224182019071113;0.1898;0.1101;0.0378;0.7255;0.517;0.4783;0.6121;0.1501;0.254;0.5014;0.483;0.7241
03222418;02/06/2020;032224182020060213;0.2096;0.0535;0.061;0.7126;0.4279;0.4847;0.5887;0.1164;0.2322;0.532;0.5287;0.7101
03222418;07/05/2021;032224182021050713;0.2169;0.0664;0.0836;0.4903;0.4657;0.4045;0.5847;0.2984;0.3146;0.4274;0.4466;0.4999
03222418;12/05/2022;032224182022051213;0.1887;0.0758;0.069;0.5693;0.5916;0.3599;0.5693;0.2324;0.3301;0.5359;0.5294;0.5381
03222418;04/05/2023;032224182023050413;0.2221;0.0646;0.0196;0.5533;0.4957;0.4207;0.4899;0.1773;0.2624;0.4354;0.5622;0.506
03222418;07/08/2024;032224182024080713;0.2546;0.0369;0.0212;0.6026;0.409;0.4532;0.5639;0.0415;0.145;0.4692;0.5855;0.5823
03222430;07/09/2015;032224302015090713;0.2295;0.036;0.0126;0.7603;0.5126;0.4867;0.739;0.0214;0.1038;0.5411;0.2827;0.7674
03222430;05/07/2016;032224302016070513;0.23;0.0425;0.0207;0.8281;0.6599;0.6039;0.5739;0.0473;0.2555;0.6968;0.314;0.842
03222480;15/06/2010;032224802010061513;0.0473;0.0199;0.005;0.8105;0.6653;0.6916;0.8326;0.0378;0.1802;0.5952;0.2931;0.9119
03222480;07/06/2011;032224802011060713;0.0487;0.031;0.0157;0.8688;0.7079;0.4838;0.7692;0.0333;0.1942;0.6174;0.1474;0.8927
03222480;07/11/2012;032224802012110713;0.117;0.0847;0.0513;0.8644;0.6891;0.4118;0.6259;0.0949;0.2985;0.7046;0.2445;0.8555
03222480;20/08/2013;032224802013082013;0.0982;0.0455;0.03;0.8457;0.7224;0.5193;0.6543;0.0856;0.3664;0.686;0.4273;0.9239
03222480;29/07/2014;032224802014072913;0.1443;0.0327;0.0193;0.8111;0.6057;0.4331;0.5684;0.0561;0.1929;0.6438;0.3453;0.8264
03222480;08/09/2015;032224802015090813;0.1081;0.0508;0.0102;0.8238;0.6575;0.6546;0.763;0.027;0.168;0.5278;0.1938;0.8903
03222480;06/07/2016;032224802016070613;0.0166;0.0082;0.0024;0.7921;0.64;0.7115;0.6822;0.0132;0.1441;0.4797;0.1467;0.9113
03222480;25/07/2017;032224802017072513;0.1483;0.0268;0.0195;0.8287;0.5906;0.4764;0.6772;0.0345;0.1487;0.5602;0.2734;0.858
03222480;07/05/2021;032224802021050713;0.1267;0.0748;0.0325;0.7851;0.5423;0.4908;0.5581;0.1427;0.3475;0.6109;0.3124;0.8484
03222480;07/08/2024;032224802024080713;0.0807;0.0324;0.0165;0.6159;0.6103;0.6446;0.5713;0.0558;0.2362;0.3538;0.2474;0.7882
03222690;09/09/2015;032226902015090913;0.0617;0.0269;0.0192;0.7103;0.6271;0.6859;0.6417;0.1185;0.3013;0.5264;0.1292;0.8246
03222690;07/07/2016;032226902016070713;0.1052;0.0815;0.0408;0.8595;0.6178;0.6672;0.6891;0.0632;0.3338;0.6666;0.2954;0.8523
03222750;12/09/2013;032227502013091213;0.1802;0.2537;0.1331;0.6743;0.5815;0.6035;0.557;0.3904;0.5528;0.5915;0.5749;0.6872
03222750;08/09/2015;032227502015090813;0.0884;0.047;0.006;0.8635;0.7451;0.5755;0.724;0.0283;0.2474;0.5725;0.3787;0.8209
03222750;30/09/2015;032227502015093013;0.1338;0.1348;0.05;0.7267;0.6281;0.5481;0.644;0.0936;0.3157;0.5722;0.4341;0.7534
03222750;06/07/2016;032227502016070613;0.1305;0.1722;0.0658;0.8588;0.704;0.5791;0.6907;0.0925;0.4115;0.6309;0.4551;0.8447
03222780;22/06/2010;032227802010062213;0.0525;0.0093;0.002;0.9328;0.7662;0.5461;0.6338;0.0103;0.2613;0.7372;0.4535;0.9245
03222780;05/07/2012;032227802012070513;0.0662;0.0483;0.031;0.9876;0.7721;0.5593;0.6373;0.0396;0.4241;0.9102;0.5715;0.9816
03222780;22/10/2013;032227802013102213;0.1225;0.0692;0.0144;0.6996;0.6341;0.3363;0.7045;0.0645;0.1903;0.4825;0.3294;0.6643
